Date,T2M,PS,QV2M,WS2M,GWETTOP,moon_X,moon_Y,moon_Z,moon_VX,moon_VY,moon_VZ,sun_X,sun_Y,sun_Z,sun_VX,sun_VY,sun_VZ,jupiter_X,jupiter_Y,jupiter_Z,jupiter_VX,jupiter_VY,jupiter_VZ,venus_X,venus_Y,venus_Z,venus_VX,venus_VY,venus_VZ
2020-01-11,21.19,92.01,10.25,3.0,0.48,-141583.8055197524,342667.8185049022,8427.958053794078,-0.9630607929759778,-0.4431938194306898,0.0937881752461135,50145574.06458684,-138295027.4430449,6322.648729257286,28.47925327917467,10.26150203441116,0.000596105955894,139954214.4553815,-914605645.7702564,1221357.746968627,41.31380486517887,12.38244170075125,-0.2953569372199301,151891641.6399696,-101080985.7214528,-5354518.957494348,16.33220010349233,42.99745134057086,1.150751951369903
2020-01-12,21.36,91.96,11.07,2.71,0.48,-219802.9458833417,294711.1993731852,16199.29490707001,-0.8380086018322768,-0.6622368623928487,0.0851692646867894,52598312.6574389,-137387080.6530326,6369.147837527096,28.29574988274901,10.75528685945001,0.0004689349440991,143515755.8730211,-913513715.8677268,1195829.775378764,41.12893488309766,12.89375192055332,-0.2955458570609659,153255515.8058464,-97359464.2438794,-5253030.92964118,15.23915884964319,43.14413649436415,1.198348884983348
2020-01-13,21.96,91.82,11.3,1.22,0.48,-284851.0713997897,229271.2905354978,22990.97046451576,-0.6596416061493916,-0.8453175902501922,0.0712123281942613,55034845.38151351,-136436599.4382135,6401.811716564,28.10411028993642,11.24609977386835,0.0002770806464233,147060961.4110484,-912377582.2490315,1170288.179873228,40.93399422583096,13.40419622482808,-0.295747559839687,154525012.2312668,-93626494.4403938,-5147472.209471233,14.14764109649784,43.26250523620197,1.244975935810965
2020-01-14,21.46,91.79,10.07,2.0,0.47,-332574.1162848682,150080.9415159799,28375.28462611719,-0.4392251894782807,-0.9785224740492768,0.0527730287932662,57454466.58301585,-135443839.8966208,6415.459198862314,27.90426317407024,11.73394969517014,3.094821507776402e-05,150589054.194023,-911197602.087085,1144723.652917624,40.73359962171679,13.91097395303505,-0.2959809801796665,155700290.3719218,-89884511.05964646,-5037927.795625288,13.05828078483166,43.35282705688524,1.290606385473811
2020-01-15,20.44,91.83,8.65,2.46,0.47,-359974.4755671225,61902.27184679233,32017.44596479596,-0.1919753696574101,-1.052197939502777,0.0311232128594052,59856462.35349479,-134409059.3976015,6406.038738936186,27.69609228252221,12.21879514654674,-0.0002540002266506,154099296.8027421,-909973851.103332,1119138.718602896,40.52066367499341,14.41471719870445,-0.2963184561142906,156781562.091363,-86135926.7548941,-4924484.737158254,11.97166052727533,43.41534078286941,1.335219212734302
2020-01-16,20.43,91.85,9.52,2.35,0.46,-365470.0099872965,-29893.98491366118,33704.6521698173,0.0649123304238988,-1.061996051274755,0.0077835114856967,62240107.64728194,-133332521.57206,6370.981754548848,27.47946035651775,12.70053161786546,-0.0005592798494573,157590922.3194992,-908706813.7782842,1093521.684465945,40.30205290137991,14.91511737817057,-0.2966487815081189,157769088.2013859,-82383135.37483788,-4807231.723579805,10.88833497471323,43.45024181281349,1.378797089458434
2020-01-17,21.52,91.86,10.62,2.6,0.46,-348974.9750575226,-119794.8718608603,33359.42286553561,0.3143125896727899,-1.00890064760693,-0.0156643432136872,64604665.55997894,-132214501.8527452,6309.364602357149,27.25423400485476,13.17899131242354,-0.0008656638307948,161063178.5466039,-907396735.9935316,1067872.495733976,40.07406273161943,15.40964784145863,-0.2970813583187253,158663177.1156508,-78628515.81593233,-4686258.863658693,9.808855136779048,43.45768172423904,1.421324129904038
2020-01-18,23.1,91.87,12.97,3.11,0.46,-311819.1883613358,-202577.705078373,31037.65717794528,0.540806599972161,-0.8984795169903222,-0.0377372613044373,66949388.5696839,-131055292.5972523,6221.884931787848,27.02030355337873,13.65395229532465,-0.0011551244937439,164515540.7180553,-906043947.550004,1042194.221904874,39.83899347642232,15.90466321964089,-0.2973246023288265,159464185.4182681,-74874435.47019592,-4561657.64726742,8.733787678722745,43.4377772658964,1.462783979328796
2020-01-19,23.48,91.91,12.76,2.45,0.46,-256551.561159378,-273659.2010064491,26915.00826185515,0.7317169315281653,-0.7397694138008611,-0.0571601130996413,69273521.1803592,-129855207.1927878,6110.696074523032,26.77759558475134,14.12515210098488,-0.0014121616224809,167947091.9337631,-904648663.142438,1016490.121624708,39.59470980199733,16.39319688154281,-0.2976461251583222,160172519.7868253,-71123252.66896193,-4433521.046633199,7.663726909700067,43.39062379320179,1.503158515136766
2020-01-20,23.02,92.0,10.8,2.85,0.45,-186678.1990069228,-329344.9400171228,21265.97064131226,0.8776129415361166,-0.5441253253874027,-0.0729269074341209,71576303.35716082,-128614582.9448676,5979.152892567217,26.52607904290413,14.59230177346046,-0.0016245457294106,171357187.0120378,-903211184.991148,990766.264119804,39.34031328049474,16.88034551720113,-0.2978431958726455,160788639.6597895,-67377317.92612153,-4301943.703598227,6.599300337276453,43.31630912034939,1.542427132762038
2020-01-21,21.87,92.07,9.26,3.01,0.45,-106373.4344431315,-366984.1449962902,14439.26923790792,0.9724613732524068,-0.3241916921421127,-0.0843277549488728,73856974.28740047,-127333782.8105489,5831.512701258063,26.2657670240444,15.05509842401069,-0.0017836454949868,174744964.2813427,-901731943.9532586,965023.4646433592,39.07947301436454,17.36181649555314,-0.2979930361235308,161313060.1821151,-63638974.04287161,-4167022.159300931,5.541169910580869,43.21492587325947,1.580566447034528
2020-01-22,21.97,92.1,10.45,3.37,0.44,-20187.71490291866,-385041.8142127438,6831.910002257122,1.013566017672009,-0.0930141653195849,-0.090954536232918,76114776.17626159,-126013196.1225438,5672.619948111475,25.9967160023515,15.51323608054913,-0.0018844964076238,178109681.9156428,-900211145.9313186,939273.8441082836,38.80573398921806,17.83969688438481,-0.2981080453218325,161746355.1383768,-59910555.22173277,-4028855.097628519,4.490030700714886,43.08658211795876,1.617550251971545
2020-01-23,22.6,92.04,10.51,3.12,0.44,67232.7307436305,-383099.0016166896,-1136.588262192585,1.001359571238821,0.1367406590492236,-0.0926914959121924,78348957.89574717,-124653238.4353846,5507.593113787472,25.71902325761314,15.96641522493721,-0.0019256862439576,181450487.1397712,-898649410.7912954,913513.1422649026,38.52600424156648,18.3116533703021,-0.2981652143999156,162089159.6921524,-56194385.32243516,-3887543.58400834,3.44660778619372,42.93141066022711,1.653349663323167
2020-01-24,22.12,92.03,8.92,2.68,0.43,151402.0898336961,-361789.7528902822,-9048.529129525385,0.9390514047207088,0.3534694635154065,-0.0896913139211598,80558778.33653796,-123254350.5970328,5341.52904240042,25.43282255022402,16.41435116321197,-0.001909064132719,184766632.8572084,-897047139.909761,887747.7462717891,38.23626146252411,18.77621393795365,-0.298260797865705,162342172.781623,-52492775.36450004,-3743191.284367029,2.411651389379962,42.74957716150624,1.687933437095861
2020-01-25,21.42,92.03,7.46,2.18,0.43,228214.276951841,-322684.134819826,-16509.64710033227,0.832127317189926,0.5471870233463687,-0.082335942938452,82743509.30768384,-121816997.1606149,5179.240416027606,25.13827799618841,16.85678082321665,-0.0018392645940856,188057583.1924689,-895404884.2870321,861982.6394776106,37.94059897423228,19.23871169952022,-0.2981375302535101,162506159.0166506,-48808020.39264445,-3595904.648582164,1.38593021710092,42.54128666546553,1.721268472630085
2020-01-26,22.09,91.93,8.57,2.11,0.41,294113.5768331441,-268131.0393396383,-23166.73650246482,0.6877324516012501,0.7098926752929674,-0.0711843788925103,84902437.84085938,-120341664.302549,5025.0415898785,24.8355765212853,17.29346726325941,-0.0017230728968238,191322478.3666649,-893722995.9348326,836224.8610280156,37.63546167050443,19.69284021897375,-0.2980872215540602,162581949.9344499,-45142395.87272187,-3445793.043251667,0.3702233851684937,42.30678781879968,1.753320473856828
2020-01-27,22.83,91.88,9.07,2.03,0.4,346209.5600538327,-201079.1878458363,-28720.42392886122,0.5140142297473337,0.8357044282165499,-0.0569138722732855,87034867.81332257,-118828857.4709998,4882.593435034156,24.52491982856121,17.72420135665961,-0.0015687108013358,194560732.9325241,-892001989.1422513,810479.1232036352,37.32176017231581,20.14380495378767,-0.2979047547627571,162570444.5284272,-41498153.84358911,-3292968.823179314,-0.6346881384632752,42.04637425109045,1.784054689632013
2020-01-28,23.76,91.89,10.39,2.31,0.39,382337.123477536,-124896.67512175,-32932.90830771215,0.3195260424219526,0.9207638924295516,-0.0402638347327208,89140120.89986241,-117279099.0118835,4754.80931892246,24.20651710336598,18.14880069040153,-0.001385155117382,197771546.9774628,-890242435.4937618,784745.2712739706,37.00214263935545,20.58658079023775,-0.2977326019911546,162472609.060956,-37877519.07357546,-3137547.339493671,-1.628029347107447,41.76038315194757,1.813436620686856
2020-01-29,23.81,91.99,10.27,1.95,0.38,401070.9495931695,-43206.75147903081,-35631.29692868007,0.1127805189472094,0.9629686615632976,-0.0219912516747292,91217536.96661247,-115692925.9875928,4643.814584925771,23.88057953531655,18.56710636569074,-0.0011815961045931,200954320.74073,-888444717.1830631,759032.447508812,36.67128460338034,21.02495682338599,-0.2975253263697679,162289476.2735001,-34282685.43817572,-2979646.892089788,-2.609037185346114,41.44919173324249,1.841432586132807
2020-01-30,24.26,91.92,10.26,1.52,0.37,401709.7790311846,40249.06832246845,-36707.80381919669,-0.0979983280935967,0.961624213510496,-0.0028432257255012,93266474.09373462,-114070888.3233164,4550.944141663611,23.54731725619074,18.9789788188243,-0.0009671040323153,204108269.8402596,-886609573.9794852,733332.6215943694,36.33561169185327,21.45508460973223,-0.2973420788260004,162022144.1816747,-30715812.65529504,-2819388.641836751,-3.57696411602457,41.11321269488741,1.868010081171139
2020-01-31,24.1,91.82,10.3,2.25,0.35,384248.0748031089,121717.9846941442,-36118.37972709622,-0.3049225927604752,0.9171157680371896,0.0164519953117483,95286308.44051656,-112413547.3125231,4476.7590944767,23.20693871182399,19.38429388259882,-0.0007505203208646,207232795.6213248,-884737532.8249768,707647.8551203609,35.99100104453218,21.87702983991906,-0.2972391464529434,161671774.6694269,-27179023.41105967,-2656896.501674622,-4.531079245558239,40.75288991444739,1.893137909551619
2020-02-01,23.78,91.88,11.28,3.52,0.35,349350.9559987463,197518.642078716,-33881.28736049752,-0.5003264956102444,0.8306880444029101,0.0351779964435274,97276434.14575638,-110721474.4130011,4421.064030185342,22.8596519953668,19.78294015673413,-0.0005405429872453,210327465.1775982,-882829293.126751,681976.3174160719,35.64279450578259,22.29504568000297,-0.296989188322704,161239592.0758983,-23674400.8090248,-2492297.025049392,-5.470667479579838,40.36869542915048,1.916786121023732
2020-02-02,23.64,92.04,10.58,3.53,0.34,298343.6027877157,264111.9645800575,-30076.78945574713,-0.6765586108187357,0.7043993563250419,0.0526125532316546,99236263.3994914,-108995250.183479,4382.910771243274,22.50566731950979,20.17481849455766,-0.0003459410872146,213391588.4287745,-880885264.4053805,656321.836219132,35.28596736603008,22.70411049144334,-0.2968665803681798,160726881.9117634,-20203985.994231,-2325719.305930528,-6.395027530805962,39.96112851777043,1.938925819065405
2020-02-03,23.56,92.03,9.64,2.97,0.33,233219.4854884655,318177.1960127391,-24848.55029790974,-0.825770965332215,0.5412930915886649,0.068007099229944,101165226.7388938,-107235463.1532547,4360.581306114793,22.14519952601563,20.55984412894955,-0.0001758042169468,216424707.6273478,-878906072.495111,630682.6451097131,34.92292198048773,23.10922250516334,-0.2966592023757233,160134989.7587004,-16769775.74597112,-2157294.897776669,-7.303469879663837,39.53071740510772,1.959528932714337
2020-02-04,23.61,91.89,10.16,2.93,0.32,156662.8687301777,356712.7958225745,-18406.57407752525,-0.9398213449890448,0.3458008126458073,0.0805736664406179,103062773.5130053,-105442708.386239,4351.552046969533,21.77846921882593,20.93795161078452,-3.970117171991916e-05,219426147.3954817,-876892319.8469319,605054.5150202513,34.55484007745176,23.50504121200267,-0.2965465789202462,159465320.2974221,-13373719.80204096,-1987157.749348974,-8.19531610227084,39.07802376351646,1.978568078620368
2020-02-05,23.76,91.93,10.31,2.66,0.31,72069.70866928913,377181.1731662779,-11030.47210875394,-1.0104347765199,0.1243422116913219,0.0894928603578353,104928372.3232431,-103617585.5089188,4352.45409540087,21.40570074720966,21.30910213718092,5.241704169911543e-05,222395475.2318476,-874844468.6535418,579441.0397381783,34.17765689832551,23.89672544857974,-0.296418865604501,158719336.2722155,-10017717.68540214,-1815444.142784284,-9.069901336025676,38.60364958736185,1.996016677619886
2020-02-06,24.04,91.92,10.02,2.21,0.3,-16462.47052636957,377709.7438880267,-3070.558463928377,-1.029786344539326,-0.1140017001586524,0.0939588547937526,106761511.0822159,-101760696.050724,4359.059904150665,21.02711506836453,21.67329176789432,9.0764048264802e-05,225331995.625582,-872763265.0091369,553829.6855518222,33.79669968358225,24.27906471966093,-0.2964082705766415,157898557.0354332,-6703614.883115648,-1642292.603603624,-9.926581855562986,38.10824494031164,2.011849520506589
2020-02-07,24.51,91.95,10.76,2.74,0.29,-104217.957152048,357344.5793191262,5057.061187325075,-0.9916250220117934,-0.3569999334089127,0.0932750379948251,108561696.1775428,-99872640.14225948,4366.342936590314,20.64291603504826,22.03055739812963,6.688040116920035e-05,228235257.7700851,-870649271.7876132,528217.1737604141,33.40799363826486,24.6536147722939,-0.2965206112585363,157004556.1596307,-3433198.424345138,-1467843.736130686,-10.7647492112574,37.59251344342789,2.026043948264691
2020-02-08,25.4,91.96,10.65,1.99,0.29,-186066.0498331349,316324.4791299575,12885.94684835407,-0.8928940937026563,-0.5893602070653428,0.0870006575807797,110328450.1748212,-97954012.96237788,4368.665479972959,20.253270647898,22.38097571501841,-2.458445750797011e-05,231104911.9763589,-868503234.2766271,502594.7101386189,33.01761134691675,25.02326101626862,-0.296568830547562,156038957.5525846,-208192.2497538628,-1292239.929249278,-11.58385039019699,37.05721073138031,2.03858165098287
2020-02-09,24.3,92.01,11.51,3.39,0.28,-256814.3269839427,256307.3521106506,19928.79671440161,-0.7354950283165019,-0.7937997691808552,0.0751211525524764,112061307.6920073,-96005401.76183006,4360.136762186885,19.85828756317649,22.72465021988019,-0.000183802474126,233940423.0780766,-866325538.3083907,476962.8306403756,32.61925007000914,25.38459889257081,-0.2967841490093175,155003429.708589,2969746.798632259,-1115624.890434983,-12.38340970840417,36.50313095906213,2.049450753544313
2020-02-10,24.52,91.98,10.59,3.82,0.28,-311696.5550508563,180455.0089447687,25720.57644360964,-0.5275060769031972,-0.9532343548582634,0.0581816744886118,113759809.6325914,-94027384.6044246,4335.137010015547,19.45800222444045,23.06168466418817,-0.0004041446303979,236741415.1705382,-864116829.1228602,451314.3451106548,32.21648215862497,25.7419923629762,-0.2969503506415343,153899678.2845822,6099031.224844912,-938143.0125087374,-13.16304406527376,35.93107970678053,2.058647452950291
2020-02-11,24.09,92.02,10.1,4.04,0.28,-346914.033551819,93293.55568456512,29868.90268363748,-0.283093252554585,-1.053658999205335,0.0373104389901622,115423496.7641111,-92020531.8319166,4288.929645068944,19.05237788155161,23.39214807896291,-0.0006718973352235,239507293.7844398,-861877653.3131285,425643.7472298741,31.80874153971827,26.09014319670044,-0.2972478923764506,152729437.9888728,9178142.356163813,-759938.6510030259,-13.92246229622956,35.34183846408757,2.066176315882661
2020-02-12,23.36,92.17,8.84,3.48,0.27,-360098.3447027561,328.8740219076371,32100.01144920607,-0.0207883398561938,-1.08674962789832,0.014091849889903,117051904.2462159,-89985410.50190082,4218.219817534089,18.64132645096843,23.71604319651135,-0.0009678042671037,242237711.0200221,-859608483.1028157,399953.5206331015,31.3932402155334,26.43505976525838,-0.2974832649075854,151494465.3879501,12205626.79954266,-581155.4540294074,-14.66144466904892,34.73613249160385,2.072048749773886
2020-02-13,23.71,92.09,8.63,2.67,0.26,-350568.8950362605,-92512.62965688272,32288.12477014623,0.2393960535508859,-1.051171496415695,-0.0096795160838351,118644558.6467104,-87922590.94601163,4121.511197004467,18.22474350712585,24.03329058376231,-0.0012700558805729,244931974.213239,-857309999.6217432,374234.6961981058,30.973599527004,26.77025458527073,-0.2978224138610255,150196534.1711344,15180090.72875024,-401935.8928194214,-15.37980823341005,34.11461438061506,2.076280025139074
2020-02-14,24.31,91.89,8.48,1.78,0.25,-319328.160664657,-179482.7340428203,30461.56933127336,0.4789624984099815,-0.9521886668476502,-0.032273808673999,120200978.1392959,-85832653.80490562,3999.180263146758,17.80254462412238,24.34373341727004,-0.0015576298416934,247589663.2710617,-854982771.6945083,348488.7369002104,30.54618502180477,27.09833283078262,-0.2981881951765644,148837433.5681713,18100193.6445827,-222421.0737905968,-16.07737080378834,33.47786824113775,2.078885945868082
2020-02-15,24.72,91.9,6.68,1.75,0.24,-268830.0609321433,-255515.4387034745,26787.34882511068,0.6830636940471536,-0.7999853714731834,-0.0522375192472305,121720675.4526676,-83716195.91041729,3853.288779176772,17.37469125611808,24.6471579070863,-0.0018128624156901,250210379.9988696,-852627575.5012434,322712.9252209067,30.11727833585649,27.4202519265386,-0.2984228161371636,147418969.4908671,20964643.23664716,-42750.81155217905,-16.75392538663591,32.82642952637698,2.079880287413618
2020-02-16,24.08,91.99,6.25,2.81,0.23,-202617.0877648947,-316560.3977834256,21541.94621287215,0.8414002471796909,-0.607539599613675,-0.0684985227734692,123203162.4091078,-81573834.0925504,3687.228945106268,16.9412015859391,24.94331915848189,-0.0020227247746316,252793622.1445385,-850244819.5757706,296918.2541032434,29.67977526370178,27.73400822609509,-0.2986908423175727,145942967.2384048,23772192.26800977,136936.1315449122,-17.40922962168777,32.16081028337759,2.079273528863217
2020-02-17,23.31,92.05,5.56,2.71,0.23,-124926.8173047187,-359740.4062020819,15077.37349703995,0.9481017610448986,-0.3887651869282802,-0.0803763675780177,124647954.8299256,-79406206.84660488,3505.310812566429,16.50214902021857,25.23196376847204,-0.0021789478876836,255338972.7453621,-847835238.3886553,271106.1794784069,29.23840149604376,28.04252737007228,-0.2987993997534453,144411274.5452436,26521637.54644172,316501.7487902921,-18.04300755841366,31.48152112774545,2.077072735186203
2020-02-18,23.72,92.02,7.5,3.07,0.22,-40335.52853766106,-383372.8311997291,7789.031813369133,1.001068119098416,-0.1572393002644373,-0.0875371877413686,126054576.9848179,-77213974.34537816,3312.37171145156,16.05765412507277,25.51284530697396,-0.0022774744430851,257845840.8547409,-845399435.5615077,245282.1694700122,28.79129432959087,28.3406102008417,-0.298944534089264,142825764.1503184,29211820.49636924,495808.5150657259,-18.65495797209766,30.78908609088271,2.07328211104646
2020-02-19,24.3,91.96,9.06,2.73,0.21,46533.51816406148,-386906.2234221176,88.45590538615943,1.001185696419393,0.0745118961398587,-0.089930871791471,127422565.2503081,-74997817.41918567,3113.445049747825,15.60787504113539,25.78573301342853,-0.0023176951131205,260313905.4275791,-842938034.1418972,219456.080193162,28.33760732338952,28.63447333975027,-0.2989088823532491,141188335.5543686,31841628.70779701,674719.1726156771,-19.24476418246979,30.08405067401563,2.067903769206282
2020-02-20,24.14,91.94,7.69,3.23,0.21,131237.4524733264,-370812.8799218689,-7618.608175884059,0.9516428750889324,0.2953527475069315,-0.087732743272672,128751470.9809353,-72758435.9992646,2913.49393896386,15.15299910414497,26.05041593744665,-0.0023017396637143,262742487.204963,-840451788.2815549,193627.341645062,27.87953332879063,28.91675277258765,-0.2989359561718565,139500915.9707001,34409997.96591879,853096.5819886047,-19.81210264600627,29.3669853355826,2.060938442652676
2020-02-21,23.92,92.06,6.63,3.14,0.21,209688.7616270264,-336461.3561529383,-14949.57982290252,0.8574005741824429,0.4956891858360773,-0.0812968805264722,130040862.7382613,-70496547.31628169,2717.200073432177,14.69323634804203,26.30670478843892,-0.0022339095321548,265131236.8395629,-837941415.6545303,167801.4691661,27.41461850226064,29.19108364272545,-0.2989235233005481,137765460.6162269,36915914.4687707,1030803.628457902,-20.35664964604942,28.63848667879591,2.052386054045174
2020-02-22,24.36,92.16,8.79,3.22,0.2,278290.0292976796,-285979.4871465656,-21558.83721413807,0.7247805818731897,0.6675505489378015,-0.0711191139549345,131290328.0255459,-68212883.98236787,2528.796166483313,14.22881443857161,26.55443294253569,-0.0021202280703853,267479789.1250764,-835407825.4015688,141977.3051690459,26.94928551065264,29.45681752597693,-0.2987982613080291,135983952.4923792,39358417.10378922,1207703.172118599,-20.8780865317598,27.89917778801178,2.042246166194667
2020-02-23,25.06,92.05,8.74,3.07,0.2,334035.9758516536,-222111.5115597734,-27148.55507519274,0.5611109290140552,0.8046464039065345,-0.0578048067618929,132499474.6195255,-65908192.0004424,2351.934308003634,13.75997429938172,26.79345714474304,-0.0019680490026878,269787787.7725908,-832851541.9688194,116167.3412913084,26.47632688474085,29.71390765071616,-0.2986815783672636,134158401.7491006,41736599.7388021,1383658.033912135,-21.37610424372695,27.14970825253098,2.030518373034576
2020-02-24,25.39,91.87,9.46,3.1,0.19,374585.7137531399,-148071.5085722395,-31476.82214989643,0.3743870097705681,0.902391368026518,-0.0420377138484364,133667931.5346572,-63583228.72776618,2189.587376195937,13.28696592914409,27.02365782126785,-0.0017856780746825,272054892.0119132,-830273424.9405143,90370.88863617182,26.001354552179,29.96399982891682,-0.2984398422022654,132290844.6691209,44049613.49986812,1558531.014599452,-21.85040762729764,26.3907537934687,2.017202676088889
2020-02-25,25.86,91.78,9.68,2.2,0.19,398306.069685617,-67396.99393679126,-34363.07704316684,0.1729426965110691,0.9578724799091952,-0.0245491904430863,134795349.6301634,-61238760.84054378,2043.983026407659,12.81004434010917,27.24493869280077,-0.0015819990290086,274280647.1990767,-827674147.5646322,64592.1851130724,25.52131378128131,30.2027612774447,-0.2982749608788708,130383342.2846895,46296668.98856453,1732184.946091184,-22.30071960282147,25.62301518521186,2.002299855285651
2020-02-26,26.47,91.81,11.07,2.92,0.18,404287.737716683,16191.54292984567,-35690.96631840964,-0.0348438657731655,0.9697436255067892,-0.006089830272769,135881401.8813256,-58875562.3699163,1916.568989254534,12.32946591833479,27.45722550040571,-0.0013661291562208,276464862.2809279,-825054464.5199689,38836.03046572208,25.03717690517059,30.43645021083228,-0.2979561631822794,128437978.6501071,48477038.36786163,1904482.773751896,-22.7267848922136,24.84721628386619,1.985811808853859
2020-02-27,25.84,91.85,11.84,2.72,0.18,392338.8614161937,98919.10131520548,-35408.98089195829,-0.2407723494867643,0.9380575288295868,0.0125930070355157,136925783.3709339,-56494412.88306822,1808.005348093808,11.84548566071528,27.6604639716046,-0.0011471464310162,278606983.3673791,-822415156.7956696,13099.31943678856,24.54935991878381,30.65748696340388,-0.2977751099274304,126456858.8278771,50590057.24240943,2075287.665231962,-23.1283728463765,24.06410129105729,1.967741820282633
